title;artist;topgenre;year;bpm;energy;danceability ;dB;liveness;valence;duration;acousticness;speechiness ;popularity;key;mode;instrumentalness;loudness
Levitating;Dua Lipa;dance pop;2020;103;88;70;-2;21;91;204;6;8;84;7;Major;0.6153737293278324;-43.192916706599895
Love The Way You Lie;Eminem;detroit hip hop;2010;87;93;75;-5;52;64;263;24;23;84;8;Minor;0.8280493626953772;-57.94205661845871
Maria Maria (feat. The Product G&B);Santana;blues rock;1999;98;60;78;-6;3;68;262;4;13;84;6;Minor;0.44997560734146036;-28.069418031595912
Moonlight;XXXTENTACION;emo rap;2018;128;54;92;-6;10;71;135;56;8;84;11;Minor;0.7751415127230795;-46.934650980768296
Needed Me;Rihanna;barbadian pop;2016;111;31;67;-8;8;30;192;11;24;84;11;Major;0.9618179611718831;-49.13734447079816
Only Girl (In The World);Rihanna;barbadian pop;2010;126;71;79;-4;6;64;235;11;4;84;10;Minor;0.9928546286306205;-18.098181414075746
Party;Bad Bunny;reggaeton;2022;97;80;83;-5;24;47;228;2;9;84;0;Minor;0.07784445495274761;-19.258313467411206
Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;canadian pop;2021;90;70;68;-6;42;46;198;32;12;84;8;Minor;0.7376331015737839;-43.23897673874582
Pepas;Farruko;reggaeton;2021;130;77;76;-4;13;44;287;1;3;84;9;Minor;0.7431559591079909;-31.840902370756787
positions;Ariana Grande;pop;2020;144;80;74;-5;9;68;172;47;9;84;5;Minor;0.23057520710672863;-29.21536246096329
PROVENZA;KAROL G;reggaeton;2022;111;52;87;-8;11;53;210;66;5;84;1;Minor;0.8282077446191373;-26.27764543748949
Pumped Up Kicks;Foster The People;indietronica;2011;128;71;73;-6;10;97;240;14;3;84;8;Minor;0.008514179546246115;-37.94405361084836
Ric Flair Drip (with Metro Boomin);Offset;atl hip hop;2017;100;43;88;-8;11;33;173;15;21;84;1;Major;0.5460868560398419;-22.181557607432467
Ride;Twenty One Pilots;modern rock;2015;75;71;65;-5;11;57;215;1;4;84;4;Minor;0.7141092116238075;-39.58731556883235
Safe And Sound;Capital Cities;metropopolis;2013;118;82;66;-5;10;77;193;0;3;84;8;Minor;0.7272777970993118;-36.262969899994914
See You Again (feat. Charlie Puth);Wiz Khalifa;hip hop;2015;80;48;69;-8;6;28;230;37;8;84;11;Minor;0.08078117055702072;-30.19049886597058
Story of My Life;One Direction;boy band;2013;121;66;60;-6;12;29;245;23;5;84;1;Major;0.8316997849564984;-5.177697688132518
Summer;Calvin Harris;dance pop;2014;128;86;60;-4;14;74;223;2;3;84;8;Minor;0.2890480747582975;-58.520100178131585
Sunflower - Spider-Man: Into the Spider-Verse;Post Malone;dfw rap;2019;90;52;76;-4;7;93;158;53;6;84;8;Major;0.9044604749586866;-47.714785399971355
Tarot;Bad Bunny;reggaeton;2022;114;68;80;-4;66;42;238;2;4;84;11;Minor;0.6112313016921085;-27.95042956897428
THATS WHAT I WANT;Lil Nas X;lgbtq+ hip hop;2021;88;85;74;-5;5;55;144;1;22;84;1;Minor;0.09590069281188451;-48.86048677902485
The Motto;Tiësto;big room;2021;118;76;75;-5;9;46;165;3;4;84;1;Minor;0.9921136769204085;-52.73823291412844
This Is What You Came For;Calvin Harris;dance pop;2016;124;93;63;-3;15;47;222;20;3;84;6;Major;0.6719599725627875;-30.99261122119737
Toxic;Britney Spears;dance pop;2003;143;84;77;-4;24;92;199;2;11;84;5;Major;0.875814178403795;-5.210790272184141
Unforgettable;French Montana;hip hop;2017;98;77;73;-5;10;73;234;3;12;84;11;Minor;0.08830138799144427;-47.922108574606156
Uptown Funk (feat. Bruno Mars);Mark Ronson;pop soul;2015;115;61;86;-7;3;93;270;1;8;84;9;Minor;0.9825003885664247;-38.4833664063307
Waiting For Love;Avicii;edm;2015;128;74;58;-4;20;61;231;31;5;84;1;Minor;0.3502372646507089;-58.06504982055614
We Don't Talk Anymore (feat. Selena Gomez);Charlie Puth;pop;2016;100;56;73;-8;18;35;218;62;13;84;10;Minor;0.8339498619388859;-36.17996091365013
we fell in love in october;girl in red;alt z;2018;130;37;57;-13;16;24;184;11;3;84;3;Major;0.8080030570479935;-45.84810256842597
Yeah! (feat. Lil Jon & Ludacris);Usher;atl hip hop;2004;105;79;89;-5;4;58;250;2;11;84;4;Minor;0.8257435405942504;-23.87577812206586
7 Years;Lukas Graham;danish pop;2016;120;47;77;-6;39;34;237;29;5;83;10;Major;0.9087213449382727;-25.786880802623045
a lot;21 Savage;atl hip hop;2018;146;64;84;-8;34;27;289;4;9;83;3;Minor;0.33116448489161754;-57.26636741566145
All The Small Things;blink-182;alternative metal;1999;149;90;43;-5;61;68;167;1;5;83;9;Major;0.4968803844777957;-28.029091004898728
Baby;Justin Bieber;canadian pop;2010;65;86;73;-5;11;54;214;4;14;83;7;Major;0.7877842354917464;-40.10714268116131
Better Now;Post Malone;dfw rap;2018;145;58;68;-6;14;34;231;33;4;83;6;Minor;0.9215111523166838;-12.204184540810196
Bruises;Lewis Capaldi;pop;2019;111;31;74;-8;19;36;220;95;7;83;4;Major;0.14237056493602485;-10.718266081586641
Cake By The Ocean;DNCE;dance pop;2016;119;75;77;-5;4;90;219;15;5;83;7;Minor;0.7096551499597702;-12.210316048425007
Call Me Maybe;Carly Rae Jepsen;canadian pop;2012;120;58;78;-7;11;66;193;1;4;83;6;Major;0.18107122321869118;-33.01444470674939
Can't Hold Us (feat. Ray Dalton);Macklemore & Ryan Lewis;pop rap;2012;146;92;64;-4;9;85;258;3;8;83;6;Major;0.9507365806664624;-47.818667513563746
Can't Stop;Red Hot Chili Peppers;alternative rock;2002;91;94;62;-3;17;88;269;2;5;83;3;Minor;0.23211459477295215;-48.30755136250987
Clocks;Coldplay;permanent wave;2002;131;75;58;-7;18;26;308;60;3;83;3;Major;0.3730984435948722;-4.222581560300135
Congratulations;Post Malone;dfw rap;2016;123;80;63;-4;25;49;220;22;4;83;10;Major;0.875971161069581;-38.221351318588844
death bed (coffee for your head);Powfu;sad lo-fi;2020;144;43;73;-9;70;35;173;73;14;83;0;Major;0.8542430819446243;-53.01779708053669
Desesperados;Rauw Alejandro;puerto rican pop;2021;90;69;87;-3;9;51;225;36;8;83;7;Major;0.060980411062190765;-4.671623085279201
Don't Start Now;Dua Lipa;dance pop;2020;124;79;79;-5;10;68;183;1;8;83;0;Minor;0.8297567917595676;-16.362384986211104
Don't You Worry Child - Radio Edit;Swedish House Mafia;edm;2012;129;84;61;-3;12;44;213;11;5;83;9;Major;0.4648126492305724;-32.21484273329781
Dynamite;BTS;k-pop;2020;114;77;75;-4;9;74;199;1;10;83;8;Major;0.1680919335464821;-14.745608062741645
Enemy (with JID) - from the series Arcane League of Legends;Imagine Dragons;modern rock;2021;77;78;73;-4;43;56;173;24;27;83;1;Major;0.2342209628955052;-0.6788100225670277
Feel So Close - Radio Edit;Calvin Harris;dance pop;2012;128;92;71;-3;20;92;206;0;3;83;0;Minor;0.07553961554084287;-56.58230927830348
First Class;Jack Harlow;deep underground hip hop;2022;107;58;90;-6;11;33;174;11;11;83;1;Major;0.06438010044468567;-9.68280479388494
Gasolina;Daddy Yankee;latin hip hop;2004;96;80;85;-7;8;74;193;32;6;83;3;Minor;0.16792759420957348;-19.242878535679672
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers];Daft Punk;electro;2013;116;81;79;-9;10;86;248;4;4;83;2;Major;0.13672359139999324;-31.39787015331766
Hate It Or Love It;The Game;gangster rap;2005;100;79;80;-5;12;44;206;14;21;83;1;Major;0.02140462384478148;-31.760768499851103
Heartbreak Anniversary;Giveon;r&b;2020;89;47;45;-9;30;54;198;52;8;83;4;Minor;0.7031143228845899;-49.159669121151204
Hey Ya!;Outkast;atl hip hop;2003;80;97;73;-2;17;97;235;10;7;83;0;Major;0.8939227563537016;-34.560259040361444
I Gotta Feeling;Black Eyed Peas;dance pop;2009;128;77;74;-6;51;61;289;9;3;83;0;Major;0.9490053803119692;-19.10730069375512
I Like Me Better;Lauv;pop;2018;92;51;75;-8;10;42;197;53;26;83;5;Major;0.8606255062763751;-30.70527767702884
I Want It That Way;Backstreet Boys;boy band;1999;99;69;69;-6;15;48;213;26;3;83;11;Major;0.8397377680225572;-39.06033863902704
INDUSTRY BABY (feat. Jack Harlow);Lil Nas X;lgbtq+ hip hop;2021;150;70;74;-7;5;89;212;2;6;83;8;Major;0.10179597785074956;-38.58020670639236
Just Give Me a Reason (feat. Nate Ruess);P!nk;dance pop;2012;95;55;78;-7;13;44;243;35;5;83;10;Minor;0.36543992306131223;-0.6739520011455653
Leave The Door Open;Bruno Mars;dance pop;2021;148;62;59;-8;9;72;242;18;3;83;3;Major;0.41122316419631066;-47.362573799710894
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas);Tainy;pop reggaeton;2021;170;70;64;-6;9;14;207;9;8;83;7;Major;0.34093435834071306;-0.7682707644003202
Lose You To Love Me;Selena Gomez;pop;2020;103;34;49;-9;21;10;206;56;4;83;2;Minor;0.5336250687961662;-46.49783071175112
Love You Like A Love Song;Selena Gomez & The Scene;pop;2011;117;68;86;-4;7;92;188;8;5;83;5;Major;0.9350981019925094;-44.08388932755608
Mask Off;Future;atl hip hop;2017;150;43;83;-9;17;28;205;1;43;83;8;Major;0.07147710834731202;-47.47695824551373
MIDDLE CHILD;J. Cole;conscious hip hop;2019;124;36;84;-12;27;46;214;15;28;83;5;Minor;0.4322939508787804;-5.023942875352958
Mood (feat. iann dior);24kGoldn;cali rap;2021;91;72;70;-4;32;73;141;17;4;83;2;Minor;0.3933277935018473;-35.10667526645054
Moth To A Flame (with The Weeknd);Swedish House Mafia;edm;2021;120;66;55;-7;11;11;234;0;4;83;3;Major;0.267365812367908;-14.770791037591493
Ms. Jackson;Outkast;atl hip hop;2000;95;81;84;-6;8;61;271;14;27;83;9;Major;0.967632441610569;-1.8896095911537074
My Universe;Coldplay;permanent wave;2021;105;70;59;-6;20;44;228;1;4;83;2;Minor;0.7983192940708355;-38.55745868251544
My Universe;Coldplay;permanent wave;2021;105;71;57;-6;33;47;226;1;4;83;2;Major;0.9946696644900256;-11.009333652274279
No Lie;Sean Paul;dance pop;2018;102;88;74;-3;21;46;221;5;12;83;8;Minor;0.28523420553158707;-26.2070638841111
Party In The U.S.A.;Miley Cyrus;pop;2009;96;70;65;-5;9;47;202;0;4;83;2;Minor;0.8582339351987776;-26.25719230407796
Rolling in the Deep;Adele;british soul;2011;105;77;73;-5;5;51;228;14;3;83;3;Major;0.36245987618533215;-58.5775224297661
SAD!;XXXTENTACION;emo rap;2018;75;61;74;-5;12;47;167;26;14;83;0;Minor;0.5561307324093513;-40.28919807471249
Save Your Tears (with Ariana Grande) (Remix);The Weeknd;canadian contemporary r&b;2021;118;83;65;-5;9;59;191;2;3;83;9;Minor;0.14259087908030432;-48.84145007545105
Sex on Fire;Kings of Leon;modern rock;2008;153;91;54;-6;14;37;203;0;5;83;2;Major;0.2252312613493177;-12.574322302721825
Smack That;Akon;dance pop;2006;119;74;94;-5;11;92;212;32;5;83;2;Major;0.05811386915101224;-8.056919327797011
Someone Like You;Adele;british soul;2011;135;32;56;-8;10;29;285;89;3;83;1;Major;0.9419720894406141;-34.19874494201171
Sorry;Justin Bieber;canadian pop;2015;100;76;65;-4;30;41;201;8;5;83;0;Minor;0.4023581282162937;-34.531967805260535
Stereo Hearts (feat. Adam Levine);Gym Class Heroes;dance pop;2011;90;80;65;-3;27;80;211;3;10;83;0;Minor;0.09612467659931911;-38.90488498989229
Streets;Doja Cat;dance pop;2019;90;46;75;-8;34;19;227;21;8;83;0;Major;0.8956211668447768;-33.64775049027248
Stronger;Kanye West;chicago rap;2007;104;72;62;-8;41;49;312;1;15;83;0;Major;0.9371688195336617;-24.229418097223927
Sugar;Maroon 5;pop;2014;120;79;75;-7;9;88;235;6;3;83;4;Major;0.5347478337748279;-26.333993613205415
thank u, next;Ariana Grande;pop;2019;107;65;72;-6;10;41;207;23;7;83;11;Minor;0.4170020492186979;-9.07212397292031
The Box;Roddy Ricch;melodic rap;2019;117;59;90;-7;79;64;197;10;6;83;10;Minor;0.7087864299403359;-29.877775048176105
The Middle;Jimmy Eat World;alternative metal;2001;162;85;64;-5;6;90;166;4;5;83;9;Major;0.5755546691149551;-34.22733365406863
The Reason;Hoobastank;alternative metal;2003;83;67;47;-5;16;7;233;1;3;83;5;Major;0.9032999222818381;-32.66777267042919
The Way I Are;Timbaland;dance pop;2007;115;81;73;-6;32;77;179;18;10;83;6;Minor;0.3899745765166138;-16.551351421383465
TiK ToK;Kesha;dance pop;2010;120;84;76;-3;29;71;200;10;14;83;10;Minor;0.013852410738490195;-18.657406038196804
Timber (feat. Ke$ha);Pitbull;dance pop;2012;130;96;58;-4;14;79;204;3;10;83;9;Minor;0.5424548003553068;-4.252378636438237
Titanium (feat. Sia);David Guetta;big room;2012;126;79;60;-4;13;30;245;7;10;83;10;Major;0.025122034724977427;-51.19925713127381
Whenever Wherever;Shakira;colombian pop;2001;108;83;79;-5;20;87;196;24;4;83;9;Minor;0.6160171304161277;-48.69075178657049
Wow.;Post Malone;dfw rap;2019;100;54;83;-7;10;39;150;14;21;83;0;Major;0.017601894931066786;-32.23794303350303
XO Tour Llif3;Lil Uzi Vert;melodic rap;2017;155;75;73;-6;11;40;183;0;23;83;5;Minor;0.5248593638791857;-28.484430497102235
Yes Indeed;Lil Baby;atl hip hop;2018;120;35;96;-9;11;56;142;4;53;83;9;Major;0.36664237459949944;-35.131180929370394
You Right;Doja Cat;dance pop;2021;129;62;83;-6;8;44;186;2;6;83;10;Major;0.1265925549887229;-18.71884887206364
A Thousand Years;Christina Perri;pop;2011;139;41;42;-7;11;16;285;31;3;82;9;Minor;0.3135014115539769;-52.158060406809454
About Damn Time;Lizzo;escape room;2022;109;74;84;-6;34;72;192;10;7;82;2;Major;0.33357736647176994;-57.54438586954596
All I Want;Kodaline;irish pop;2013;187;41;19;-10;8;16;306;17;5;82;1;Minor;0.006601593878212353;-31.304479321320176
Alright;Kendrick Lamar;conscious hip hop;2015;110;77;80;-6;8;56;219;7;24;82;9;Minor;0.5904224816020694;-36.12132399946758
Animals;Maroon 5;pop;2014;190;74;28;-6;59;33;231;0;9;82;5;Minor;0.686500310362812;-16.741407150688687
Bam Bam (feat. Ed Sheeran);Camila Cabello;dance pop;2022;95;70;76;-6;33;96;206;18;4;82;5;Minor;0.598947863527627;-41.7588875948953
Bitch Better Have My Money;Rihanna;barbadian pop;2015;103;73;78;-5;26;40;219;5;6;82;2;Major;0.43433407352701525;-39.0408619292881
Candy Shop;50 Cent;east coast hip hop;2005;125;57;61;-8;38;76;209;3;47;82;3;Minor;0.65697070820435;-42.259139540359776
Chasing Cars;Snow Patrol;irish rock;2006;104;60;56;-5;13;14;268;20;3;82;2;Major;0.005012300144253468;-37.208943759406175
Classic;MKTO;pop;2012;102;79;72;-5;16;76;175;4;12;82;7;Minor;0.45263245487005443;-53.51488586245437
Dancing On My Own;Calum Scott;pop;2018;113;17;68;-9;10;23;260;84;3;82;7;Minor;0.1587114221260678;-23.522947163743154
Despacito;Luis Fonsi;latin pop;2019;178;80;66;-5;7;84;229;20;15;82;5;Minor;0.5231995585377344;-44.737412665506874
Dog Days Are Over;Florence + The Machine;baroque pop;2009;150;81;50;-5;12;26;253;3;9;82;3;Minor;0.5286401578631469;-32.78805078126962
Don't Let Me Down;The Chainsmokers;electropop;2016;160;87;53;-5;14;42;208;16;17;82;9;Minor;0.41856175628796877;-19.435788296433792
Don't Stop The Music;Rihanna;barbadian pop;2008;123;67;84;-6;5;54;267;3;6;82;1;Minor;0.058503505113848164;-59.18236486817764
Dynamite;Taio Cruz;dance pop;2010;120;78;75;-4;4;82;203;0;9;82;8;Major;0.6022625638936887;-38.49620485537905
Electric Love;BØRNS;indie poptimism;2015;120;80;61;-8;26;52;218;1;5;82;7;Major;0.6472863536216131;-22.156374045265316
Going Bad (feat. Drake);Meek Mill;hip hop;2018;86;50;89;-6;25;54;181;26;9;82;4;Major;0.7763644886471098;-19.272536456829947
"Happy - From ""Despicable Me 2""";Pharrell Williams;dance pop;2014;160;82;65;-5;9;96;233;22;18;82;5;Minor;0.566850275988596;-43.7704463878252
Heathens;Twenty One Pilots;modern rock;2016;90;40;73;-9;11;55;196;8;3;82;11;Minor;0.8138126106337398;-7.56372703750521
Homecoming;Kanye West;chicago rap;2007;87;75;67;-7;12;92;203;34;19;82;7;Major;0.17476729466408858;-9.855921201261495
I Fall Apart;Post Malone;dfw rap;2016;144;54;56;-5;20;29;223;7;4;82;5;Major;0.6594864884213375;-42.076502722650375
I Feel It Coming;The Weeknd;canadian contemporary r&b;2016;93;82;77;-6;7;59;269;43;12;82;9;Minor;0.7065376097976698;-45.15916576325598
If I Ain't Got You;Alicia Keys;neo soul;2003;118;44;61;-9;10;17;229;60;11;82;9;Minor;0.7772695739441325;-5.1912546362650716
I'm Yours;Jason Mraz;acoustic pop;2008;151;44;70;-9;10;71;243;56;4;82;3;Minor;0.7702086306289434;-1.882222428496334
In the Name of Love;Martin Garrix;dutch edm;2016;134;52;50;-6;45;17;196;11;4;82;5;Minor;0.5238838401156347;-6.476111529594938
It's My Life;Bon Jovi;glam metal;2000;120;91;55;-4;35;54;224;3;5;82;1;Minor;0.1507531514808116;-42.68191104302994
Kings & Queens;Ava Max;pop;2020;130;69;64;-4;12;46;162;1;4;82;11;Minor;0.1383838461969611;-2.353084824067537
Kiss Me More (feat. SZA);Doja Cat;dance pop;2021;111;71;76;-3;12;78;209;26;3;82;4;Minor;0.22513765205508773;-15.438657962008868
LA NOCHE DE ANOCHE;Bad Bunny;reggaeton;2020;82;62;86;-5;9;39;203;3;29;82;11;Major;0.952644994469851;-11.59072816607052
Let You Down;NF;hip hop;2017;148;71;66;-6;18;46;212;31;12;82;8;Major;0.12556657422885342;-54.461379373200856
Levels - Radio Edit;Avicii;edm;2011;126;89;58;-6;31;46;200;5;3;82;0;Minor;0.5243656058532398;-16.710275011958643
Little Dark Age;MGMT;alternative rock;2018;98;71;71;-6;10;62;300;1;4;82;10;Minor;0.9456955587932491;-28.25651891381098
Lose Yourself;Eminem;detroit hip hop;2004;171;74;69;-5;34;6;322;1;26;82;6;Major;0.46885689572720646;-43.638007964767034
Love Me;Lil Wayne;hip hop;2013;125;63;67;-6;9;50;255;1;3;82;6;Minor;0.9694649292304802;-35.336255602466885
love nwantiti (ah ah ah);CKay;afro r&b;2019;93;74;73;-4;16;53;146;37;4;82;5;Major;0.12865521756472464;-8.099032032099792
Love Story (Taylor’s Version);Taylor Swift;pop;2021;119;79;63;-4;10;42;236;14;3;82;7;Minor;0.4722502131498162;-38.56755246906758
Low (feat. T-Pain);Flo Rida;dance pop;2008;128;61;92;-6;14;30;231;9;8;82;9;Minor;0.8183960267430658;-23.975833547305044
Maneater;Nelly Furtado;canadian latin;2006;133;78;80;-5;12;79;259;3;4;82;11;Major;0.3502274983874838;-9.516123432352522
Mercy;Shawn Mendes;canadian pop;2017;148;66;56;-5;11;36;209;13;8;82;4;Minor;0.9289915517422059;-17.80544485213199
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance";Maroon 5;pop;2010;128;76;72;-4;32;62;201;1;5;82;3;Minor;0.6480733916691434;-1.8142600565016451
New Rules;Dua Lipa;dance pop;2017;116;70;76;-6;15;61;209;0;7;82;7;Major;0.8983997123735756;-17.668642266189984
Not Afraid;Eminem;detroit hip hop;2010;115;95;86;-1;21;67;248;53;26;82;3;Minor;0.6933806776328341;-16.163587965096518
Otherside;Red Hot Chili Peppers;alternative rock;1999;123;80;46;-3;8;51;255;0;6;82;0;Minor;0.3257104879440903;-55.654457091035525
Outside (feat. Ellie Goulding);Calvin Harris;dance pop;2014;128;82;65;-4;32;42;227;21;4;82;10;Major;0.20054012596485316;-47.8678531322732
Poker Face;Lady Gaga;art pop;2008;119;81;85;-5;12;79;237;12;8;82;4;Minor;0.4798600638468974;-21.066288454366585
Ransom;Lil Tecca;melodic rap;2019;180;64;75;-6;7;23;131;2;29;82;1;Major;0.08495416755065521;-38.92784982328807
RAPSTAR;Polo G;chicago rap;2021;81;54;79;-7;13;44;166;41;24;82;10;Minor;0.30388620085901497;-23.159237361900345
Reckless;Madison Beer;pop;2021;180;43;39;-7;14;26;203;81;4;82;3;Major;0.48010211924384005;-34.715582027887194
Robbery;Juice WRLD;chicago rap;2019;80;69;62;-5;15;57;240;33;5;82;10;Major;0.837024291456271;-16.40076789679148
Rude;MAGIC!;pop;2014;144;76;77;-5;31;93;225;4;4;82;4;Minor;0.14840606917479016;-35.958055778270264
S&M;Rihanna;barbadian pop;2010;128;68;77;-5;9;84;244;1;4;82;0;Major;0.048606248354202464;-42.109949626657816
Say It Right;Nelly Furtado;canadian latin;2006;117;87;87;-6;5;81;223;5;14;82;6;Major;0.7936386380226468;-50.33170886900949
Señorita;Shawn Mendes;canadian pop;2019;117;55;76;-6;8;75;191;4;3;82;9;Minor;0.4532316877492517;-54.040424153255316
Silence;Marshmello;brostep;2017;142;76;52;-3;17;29;181;26;9;82;0;Major;0.654683151473402;-0.5044113772529855
Stitches;Shawn Mendes;canadian pop;2015;150;75;75;-7;5;75;207;2;7;82;9;Minor;0.20237901208878506;-37.86802745761256
Stolen Dance;Milky Chance;german pop;2013;114;58;88;-9;8;73;314;43;4;82;2;Major;0.03748974416629036;-8.918189695606536
Stuck with U (with Justin Bieber);Ariana Grande;pop;2020;179;45;60;-7;38;54;228;22;4;82;7;Minor;0.8240608652662541;-27.65395666697792
Sunshine;OneRepublic;piano rock;2021;140;88;70;-5;28;77;164;14;3;82;10;Minor;0.2699092275365401;-29.45998145093339
Teenagers;My Chemical Romance;emo;2006;112;86;46;-3;18;86;162;5;6;82;6;Minor;0.9726215178644952;-37.968589087764116
The Next Episode;Dr. Dre;g funk;1999;95;91;92;-2;9;31;162;3;27;82;2;Minor;0.9775492604138427;-34.039044681834724
Time of Our Lives;Pitbull;dance pop;2014;124;80;72;-6;69;72;229;9;6;82;3;Major;0.8497391393713816;-25.97465527233736
Treasure;Bruno Mars;dance pop;2012;116;69;87;-5;32;94;179;4;4;82;7;Minor;0.5001619311017491;-16.618965142114284
Wait a Minute!;WILLOW;afrofuturism;2015;101;71;76;-5;9;67;197;4;3;82;0;Major;0.6241559342774988;-39.45942789075298
Wannabe;Spice Girls;dance pop;1996;110;86;77;-6;16;89;173;10;3;82;1;Major;0.0589756354635812;-2.7743127119120317
What I've Done;Linkin Park;alternative metal;2007;120;93;62;-5;14;29;206;1;3;82;8;Minor;0.4641884479109356;-7.162580340699407
What You Know Bout Love;Pop Smoke;brooklyn drill;2021;84;55;71;-8;13;54;160;65;35;82;10;Major;0.7442546562685164;-4.11240169956384
Where Is The Love?;Black Eyed Peas;dance pop;2003;94;70;83;-3;13;81;273;11;18;82;4;Minor;0.1050823784710514;-58.10467621641872
Wrecking Ball;Miley Cyrus;pop;2013;120;42;53;-6;11;35;221;41;3;82;2;Major;0.13343551975525736;-7.596853121057514
Young Dumb & Broke;Khalid;pop;2017;137;54;80;-6;17;39;203;20;4;82;4;Major;0.6475030066707682;-2.931193236425159
...Baby One More Time;Britney Spears;dance pop;1999;93;70;76;-6;44;91;211;20;3;81;5;Major;0.918848907942604;-14.67127804292295
All Falls Down;Kanye West;chicago rap;2004;91;73;66;-5;14;43;224;15;48;81;8;Major;0.4133477565470376;-4.543749928918629
Back To Black;Amy Winehouse;british soul;2006;123;42;40;-14;9;38;241;13;4;81;1;Minor;0.8268881795195991;-4.096742152553944
